timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694715892913,77,HerokuApp/authenticate-867-3,200,OK,Thread Group 1-2,text,true,,353678,1175,7,7,https://the-internet.herokuapp.com/css/app.css,71,0,0
1694715892991,71,HerokuApp/authenticate-867-4,200,OK,Thread Group 1-2,text,true,,29030,1184,7,7,https://the-internet.herokuapp.com/css/font-awesome.css,70,0,0
1694715893062,72,HerokuApp/authenticate-867-5,200,OK,Thread Group 1-2,text,true,,96254,1194,7,7,https://the-internet.herokuapp.com/js/vendor/jquery-1.11.3.min.js,70,0,0
1694715893134,83,HerokuApp/authenticate-867-6,200,OK,Thread Group 1-2,text,true,,470894,1203,7,7,https://the-internet.herokuapp.com/js/vendor/jquery-ui-1.11.4/jquery-ui.js,73,0,0
1694715893217,81,HerokuApp/authenticate-867-7,200,OK,Thread Group 1-2,text,true,,13012,1191,7,7,https://the-internet.herokuapp.com/js/foundation/foundation.js,81,0,0
1694715893298,84,HerokuApp/authenticate-867-8,200,OK,Thread Group 1-2,text,true,,1688,1198,7,7,https://the-internet.herokuapp.com/js/foundation/foundation.alerts.js,84,0,0
1694715893382,79,HerokuApp/authenticate-867-9,200,OK,Thread Group 1-2,bin,true,,7929,1197,7,7,https://the-internet.herokuapp.com/img/forkme_right_green_007200.png,79,0,0
1694715892131,1696,Blaze/confirmation.php-43,200,OK,Thread Group 1-1,text,true,,73829,3842,7,7,https://blazedemo.com/confirmation.php,216,0,0
1694715892131,217,Blaze/confirmation.php-43-0,200,OK,Thread Group 1-1,text,true,,2503,817,7,7,https://blazedemo.com/confirmation.php,216,0,0
1694715892348,13,Blaze/confirmation.php-43-1,200,OK,Thread Group 1-1,text,true,,30103,619,7,7,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,10,0,0
1694715892361,520,Blaze/confirmation.php-43-2,200,OK,Thread Group 1-1,text,true,,8247,600,7,7,https://blazedemo.com/assets/bootstrap.min.js,516,0,0
1694715892881,120,Blaze/confirmation.php-43-3,200,OK,Thread Group 1-1,text,true,,9160,602,7,7,https://blazedemo.com/assets/bootstrap-table.js,116,0,0
